WOS relevance rank,Authors,Article Title,Source Title,Publication Year,Volume,Issue,DOI,Relevant? Y/N,micrlocfull,micrtax,otherPhenMicrLink,MicrobesAffectPhenology,manipulationtype,inoctype,phentrait,phentrait_of,anyeffect,SelectionOnPlantMeasured,FitnessComponent,RawDataAvailable,Notes
8,"Harrison, JG; Urruty, DM; Forister, ML","An exploration of the fungal assemblage in each life history stage of the butterfly, Lycaeides melissa (Lycaenidae), as well as its host plant Astragalus canadensis (Fabaceae)",FUNGAL ECOLOGY,2016,22,,10.1016/j.funeco.2016.02.001,n,,,n,n,,,,,,,,,
9,"Klironomos, JN; McCune, J; Moutoglis, P",Species of arbuscular mycorrhizal fungi affect mycorrhizal responses to simulated herbivory,APPLIED SOIL ECOLOGY,2004,26,2,10.1016/j.apsoil.2003.11.001,y,root,MF,y,n,,,,,,,,,
11,"GEERING, ADW; RANDLES, JW",INTERACTIONS BETWEEN A SEED-BORNE STRAIN OF CUCUMBER MOSAIC CUCUMOVIRUS AND ITS LUPIN HOST,ANNALS OF APPLIED BIOLOGY,1994,124,2,10.1111/j.1744-7348.1994.tb04135.x,n,,,n,n,,,,,,,,,
12,"Hu, J; Wei, Z; Kowalchuk, GA; Xu, YC; Shen, QR; Jousset, A",Rhizosphere microbiome functional diversity and pathogen invasion resistance build up during plant development,ENVIRONMENTAL MICROBIOLOGY,2020,,,10.1111/1462-2920.15097,y,root,bacteria,y,n,,,,,,,,,
13,"Mauritz, M; Cleland, E; Merkley, M; Lipson, DA","The Influence of Altered Rainfall Regimes on Early Season N Partitioning Among Early Phenology Annual Plants, a Late Phenology Shrub, and Microbes in a Semi-arid Ecosystem",ECOSYSTEMS,2014,17,8,10.1007/s10021-014-9800-6,n,,,n,n,,,,,,,,,
14,"BRUNDRETT, MC; KENDRICK, B","THE MYCORRHIZAL STATUS, ROOT ANATOMY, AND PHENOLOGY OF PLANTS IN A SUGAR MAPLE FOREST",CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1988,66,6,10.1139/b88-166,y,root,MF,y,n,,,,,,,,,
15,"IJdo, M; Schtickzelle, N; Cranenbrouck, S; Declerck, S",Do arbuscular mycorrhizal fungi with contrasting life-history strategies differ in their responses to repeated defoliation?,FEMS MICROBIOLOGY ECOLOGY,2010,72,1,10.1111/j.1574-6941.2009.00829.x,y,root,MF,y,n,,,,,,,,,
16,"Lopez-Garcia, A; Palenzuela, J; Barea, JM; Azcon-Aguilar, C","Life-history strategies of arbuscular mycorrhizal fungi determine succession into roots of Rosmarinus officinalis L., a characteristic woody perennial plant species from Mediterranean ecosystems",PLANT AND SOIL,2014,379,1-2,10.1007/s11104-014-2060-6,y,root,MF,y,n,,,,,,,,,
17,"Najafi, MBH; Khodaparast, MHH",Efficacy of ozone to reduce microbial populations in date fruits,FOOD CONTROL,2009,20,1,10.1016/j.foodcont.2008.01.010,n,,,n,n,,,,,,,,,
18,"Antunes, PM; Deaville, D; Goss, MJ",Effect of two AMF life strategies on the tripartite symbiosis with Bradyrhizobium japonicum and soybean,MYCORRHIZA,2006,16,3,10.1007/s00572-005-0028-3,n,,,n,n,,,,,,,,,
19,"Schneijderberg, M; Cheng, X; Franken, C; de Hollander, M; van Velzen, R; Schmitz, L; Heinen, R; Geurts, R; van der Putten, WH; Bezemer, TM; Bisseling, T",Quantitative comparison between the rhizosphere effect ofArabidopsis thalianaand co-occurring plant species with a longer life history,ISME JOURNAL,,,,10.1038/s41396-020-0695-2,n,,,n,n,,,,,,,,,
20,"Sato, H; Morimoto, S; Hattori, T",A Thirty-Year Survey Reveals That Ecosystem Function of Fungi Predicts Phenology of Mushroom Fruiting,PLOS ONE,2012,7,11,10.1371/journal.pone.0049777,n,root,,y,n,,,,,,,,,
22,"Gange, AC; Bower, E; Brown, VK",Positive effects of an arbuscular mycorrhizal fungus on aphid life history traits,OECOLOGIA,1999,120,1,10.1007/s004420050840,n,,,n,n,,,,,,,,,
23,"Bieri, APS; Harri, SA; Vorburger, C; Muller, CB",Aphid genotypes vary in their response to the presence of fungal endosymbionts in host plants,JOURNAL OF EVOLUTIONARY BIOLOGY,2009,22,8,10.1111/j.1420-9101.2009.01788.x,n,,,n,n,,,,,,,,,
24,"Li, YY; Wang, H; Guo, SX",Protocols for Establishing Fungi-Protocorm Culture,ORCHID PROPAGATION: FROM LABORATORIES TO GREENHOUSES-METHODS AND PROTOCOLS,2018,,,10.1007/978-1-4939-7771-0_3,n,,,n,n,,,,,,,,,
25,"Lone, R; Shuab, R; Wani, KA; Ganaie, MA; Tiwari, AK; Koul, KK","Mycorrhizal influence on metabolites, indigestible oligosaccharides, mineral nutrition and phytochemical constituents in onion (Allium cepa L.) plant",SCIENTIA HORTICULTURAE,2015,193,,10.1016/j.scienta.2015.06.032,n,,,n,n,,,,,,,,,
26,"HETRICK, BAD; WILSON, GWT; TODD, TC","RELATIONSHIPS OF MYCORRHIZAL SYMBIOSIS, ROOTING STRATEGY, AND PHENOLOGY AMONG TALLGRASS PRAIRIE FORBS",CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1992,70,8,10.1139/b92-191,n,,,n,n,,,,,,,,,
27,"Emmett, BD; Youngblut, ND; Buckley, DH; Drinkwater, LE",Plant Phylogeny and Life History Shape Rhizosphere Bacterial Microbiome of Summer Annuals in an Agricultural Field,FRONTIERS IN MICROBIOLOGY,2017,8,,10.3389/fmicb.2017.02414,y,root,bacteria,y,n,,,,,,,,,
29,"Majkowska-Wojciechowska, B; Wojciechowska, A",Aerobiology - trends in research challenges in the 21st century,ALERGIA ASTMA IMMUNOLOGIA,2008,13,3,,n,,,n,n,,,,,,,,,
30,"Machineski, O; Balota, EL; Colozzi, A; Andrade, DS; de Souza, JRP",Growth responses of peroba rosa seedlings due to arbuscular mycorrhizal fungi inoculation,CIENCIA RURAL,2009,39,2,10.1590/S0103-84782009000200041,n,,,n,n,,,,,,,,,
31,"POST, DM; URBAN, JE",CHANGE IN MICROBIAL-POPULATIONS FROM EASTERN WOODRAT CACHES,SOUTHWESTERN NATURALIST,1993,38,1,10.2307/3671641,n,,,n,n,,,,,,,,,
32,"Zilli, JE; Marson, LC; Marson, BF; Gianluppi, V; Campo, RJ; Hungria, M",Soybean inoculation by spraying Bradyrhizobium over plants,PESQUISA AGROPECUARIA BRASILEIRA,2008,43,4,10.1590/S0100-204X2008000400014,n,,,n,n,,,,,,,,,
33,"JOHNSONGREEN, PC; KENKEL, NC; BOOTH, T",THE DISTRIBUTION AND PHENOLOGY OF ARBUSCULAR MYCORRHIZAE ALONG AN INLAND SALINITY GRADIENT,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1995,73,9,10.1139/b95-143,y,root,MF,y,n,,,,,,,,,
34,"Bai, GH; Shaner, G; Ohm, H",Inheritance of resistance to Fusarium graminearum in wheat,THEORETICAL AND APPLIED GENETICS,2000,100,1,10.1007/PL00002902,n,,,n,n,,,,,,,,,
35,"Zhang, T; Tian, CY; Sun, Y; Bai, DS; Feng, G",Dynamics of arbuscular mycorrhizal fungi associated with desert ephemeral plants in Gurbantunggut Desert,JOURNAL OF ARID LAND,2012,4,1,10.3724/SP.J.1227.2012.00043,y,root,MF,y,n,,,,,,,,,
37,"Rasmussen, HN; Whigham, DF",Phenology of roots and mycorrhiza in orchid species differing in phototrophic strategy,NEW PHYTOLOGIST,2002,154,3,10.1046/j.1469-8137.2002.00422.x,y,root,MF,y,n,,,,,,,,,
38,"Idoia, G; Nieves, G; Jone, A",Plant phenology influences the effect of mycorrhizal fungi on the development of Verticillium-induced wilt in pepper,EUROPEAN JOURNAL OF PLANT PATHOLOGY,2004,110,3,10.1023/B:EJPP.0000019790.45397.90,y,root,MF,y,n,,,,,,,,,
40,"Ngugi, HK; Scherm, H; Lehman, JS","Relationships between blueberry flower age, pollination, and conidial infection by Monilinia vaccinii-corymbosi",PHYTOPATHOLOGY,2002,92,10,10.1094/PHYTO.2002.92.10.1104,y,reproductive,fungi,y,n,,,,,,,,,
43,"Thomas-Sharma, S; Scherm, H",Pre- and post-anthesis activity of fenbuconazole and triforine against blueberry flower infection by Monilinia vaccinii-corymbosi,CROP PROTECTION,2017,96,,10.1016/j.cropro.2017.02.016,n,,,n,n,,,,,,,,,
45,"Wang, Y; Wang, ZS; Amyot, L; Tian, LN; Xu, ZQ; Gruber, MY; Hannoufa, A",Ectopic expression of miR156 represses nodulation and causes morphological and developmental changes in Lotus japonicus,MOLECULAR GENETICS AND GENOMICS,2015,290,2,10.1007/s00438-014-0931-4,y,root,bacteria,y,n,,,,,,,,,
46,"Denison, RF",Legume sanctions and the evolution of symbiotic cooperation by rhizobia,AMERICAN NATURALIST,2000,156,6,10.1086/316994,n,,,n,n,,,,,,,,,
47,"Araujo, ASF; Monteiro, RTR; Carvalho, EMS","Effect of composted textile sludge on growth, nodulation and nitrogen fixation of soybean and cowpea",BIORESOURCE TECHNOLOGY,2007,98,5,10.1016/j.biortech.2006.04.028,n,,,n,n,,,,,,,,,
48,"Lilleskov, EA; Bruns, TD",Root colonization dynamics of two ectomycorrhizal fungi of contrasting life history strategies are mediated by addition of organic nutrient patches,NEW PHYTOLOGIST,2003,159,1,10.1046/j.1469-8137.2003.00794.x,y,root,MF,y,n,,,,,,,,,
49,"Al-Hafidh, IAM; Salman, MA",IN VITRO PLANT REGENERATION AND PRESERVATION OF CITRUS ROOTSTOCK INDUCED CALLUS FROM IMMATURE OVULES,IRAQI JOURNAL OF AGRICULTURAL SCIENCES,2005,36,3,,n,,,n,n,,,,,,,,,
50,"Piepenbring, M; Hofmann, TA; Miranda, E; Caceres, O; Unterseher, M",Leaf shedding and weather in tropical dry-seasonal forest shape the phenology of fungi - Lessons from two years of monthly surveys in southwestern Panama,FUNGAL ECOLOGY,2015,18,,10.1016/j.funeco.2015.08.004,y,shoot; root,fungi,y,n,,,,,,,,,
51,"Klironomos, JN; Hart, MM; Gurney, JE; Moutoglis, P",Interspecific differences in the tolerance of arbuscular mycorrhizal fungi to freezing and drying,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,2001,79,10,10.1139/b01-099,y,root,MF,y,n,,,,,,,,,
52,"Bhatt, K; Jampala, SSM",Influence of pre-harvest foliar spray of fungal culture filtrates on post-harvest biology of date fruit harvested at Khalal stage,POSTHARVEST BIOLOGY AND TECHNOLOGY,2020,166,,10.1016/j.postharvbio.2020.111220,n,,,n,n,,,,,,,,,
53,"Vieira, RF; Cardoso, EJBN; Vieira, C; Cassini, STA",Foliar application of molybdenum in common bean. III. Effect on nodulation,JOURNAL OF PLANT NUTRITION,1998,21,10,10.1080/01904169809365551,n,,,n,n,,,,,,,,,
54,"Goverde, M; van der Heijden, MGA; Wiemken, A; Sanders, IR; Erhardt, A",Arbuscular mycorrhizal fungi influence life history traits of a lepidopteran herbivore,OECOLOGIA,2000,125,3,10.1007/s004420000465,n,,,n,n,,,,,,,,,
55,"Kowal, J; Arrigoni, E; Serra, J; Bidartondo, M",Prevalence and phenology of fine root endophyte colonization across populations ofLycopodiella inundata,MYCORRHIZA,2020,30,5,10.1007/s00572-020-00979-3,y,root,fungi,y,n,,,,,,,,,
56,"MULLEN, RB; SCHMIDT, SK","MYCORRHIZAL INFECTION, PHOSPHORUS UPTAKE, AND PHENOLOGY IN RANUNCULUS-ADONEUS - IMPLICATIONS FOR THE FUNCTIONING OF MYCORRHIZAE IN ALPINE SYSTEMS",OECOLOGIA,1993,94,2,10.1007/BF00341321,y,root,MF,y,n,,,,,,,,,
58,"Tarnowski, TLB; Savelle, AT; Scherm, H",Activity of fungicides against Monilinia vaccinii-corymbosi in blueberry flowers treated at different phenological stages,PLANT DISEASE,2008,92,6,10.1094/PDIS-92-6-0961,n,,,n,n,,,,,,,,,
59,"Koide, RT",Mycorrhizal Symbiosis and Plant Reproduction,ARBUSCULAR MYCORRHIZAS: PHYSIOLOGY AND FUNCTION,2010,,,10.1007/978-90-481-9489-6_14,n,,,n,n,,,,,,,,,
60,"Lone, R; Alaklabi, A; Malik, JA; Koul, KK",Mycorrhizal influence on storage metabolites and mineral nutrition in seed propagated potato (Solanum tuberosum L.) plant,JOURNAL OF PLANT NUTRITION,2020,43,14,10.1080/01904167.2020.1766075,n,,,n,n,,,,,,,,,
61,"Angulo-Castro, A; Ferrera-Cerrato, R; Alarcon, A; Almaraz-Suarez, JJ; Delgadillo-Martinez, J; Jimenez-Fernandez, M; Garcia-Barradas, O",Growth and photochemical efficiency of photosystem II in seedlings of two varieties of Capsicum annuum L. inoculated with rhizobacteria and arbuscular mycorrhizal fungi,REVISTA ARGENTINA DE MICROBIOLOGIA,2018,50,2,10.1016/j.ram.2017.03.011,n,,,n,n,,,,,,,,,
62,"Violi, HA; Barrientos-Priego, AF; Wright, SF; Escamilla-Prado, E; Morton, JB; Menge, JA; Lovatt, CJ","Disturbance changes arbuscular mycorrhizal fungal phenology and soil glomalin concentrations but not fungal spore composition in montane rainforests in Veracruz and Chiapas, Mexico",FOREST ECOLOGY AND MANAGEMENT,2008,254,2,10.1016/j.foreco.2007.08.016,n,,,n,n,,,,,,,,,
63,"De Mita, S; Chantret, N; Loridon, K; Ronfort, J; Bataillon, T",Molecular adaptation in flowering and symbiotic recognition pathways: insights from patterns of polymorphism in the legume Medicago truncatula,BMC EVOLUTIONARY BIOLOGY,2011,11,,10.1186/1471-2148-11-229,n,,,n,n,,,,,,,,,
65,"Karachi, M",Growth and nutritive value of Lablab purpureus accessions in semi-arid Kenya,TROPICAL GRASSLANDS,1997,31,3,,n,,,n,n,,,,,,,,,
67,"Ostlie, HM; Eliassen, L; Florvaag, A; Skeie, S",Phenotypic and PCR-based characterization of the microflora in Prast cheese during ripening,INTERNATIONAL DAIRY JOURNAL,2005,15,6-9,10.1016/j.idairyj.2004.08.020,n,,,n,n,,,,,,,,,
69,"Guo, YS; Zhao, YH; Li, K; Liu, ZD; Lin, H; Guo, XW; Li, CX",In vitro embryo rescue culture of F1 progenies from crosses between tetraploid grape and Vitis amurensis Rupr.,AFRICAN JOURNAL OF AGRICULTURAL RESEARCH,2011,6,21,,n,,,n,n,,,,,,,,,
70,"Bainard, JD; Bainard, LD; Henry, TA; Fazekas, AJ; Newmaster, SG",A multivariate analysis of variation in genome size and endoreduplication in angiosperms reveals strong phylogenetic signal and association with phenotypic traits,NEW PHYTOLOGIST,2012,196,4,10.1111/j.1469-8137.2012.04370.x,n,,,n,n,,,,,,,,,
71,"Menkis, A; Lynikiene, J; Marciulynas, A; Gedminas, A; Povilaitiene, A","The great spruce bark beetle (Dendroctonus micans Kug.) (Coleoptera: Scolytidae) in Lithuania: occurrence, phenology, morphology and communities of associated fungi",BULLETIN OF ENTOMOLOGICAL RESEARCH,2017,107,4,10.1017/S0007485316001048,n,,,n,n,,,,,,,,,
72,"Reinhart, KO; Anacker, BL",More closely related plants have more distinct mycorrhizal communities,AOB PLANTS,2014,6,,10.1093/aobpla/plu051,n,,,y,n,,,,,,,,,
73,"Fierer, N; Lauber, CL; Ramirez, KS; Zaneveld, J; Bradford, MA; Knight, R","Comparative metagenomic, phylogenetic and physiological analyses of soil microbial communities across nitrogen gradients",ISME JOURNAL,2012,6,5,10.1038/ismej.2011.159,n,,,n,n,,,,,,,,,
74,"PITT, JI; DYER, SK; MCCAMMON, S",SYSTEMIC INVASION OF DEVELOPING PEANUT PLANTS BY ASPERGILLUS-FLAVUS,LETTERS IN APPLIED MICROBIOLOGY,1991,13,1,10.1111/j.1472-765X.1991.tb00558.x,n,,,n,n,,,,,,,,,
75,"Stanton-Geddes, J; Paape, T; Epstein, B; Briskine, R; Yoder, J; Mudge, J; Bharti, AK; Farmer, AD; Zhou, P; Denny, R; May, GD; Erlandson, S; Yakub, M; Sugawara, M; Sadowsky, MJ; Young, ND; Tiffin, P","Candidate Genes and Genetic Architecture of Symbiotic and Agronomic Traits Revealed by Whole-Genome, Sequence-Based Association Genetics in Medicago truncatula",PLOS ONE,2013,8,5,10.1371/journal.pone.0065688,n,,,n,n,,,,,,,,,
77,"Cheng, WX; Johnson, DW; Fu, SL","Rhizosphere effects on decomposition: Controls of plant species, phenology, and fertilization",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2003,67,5,10.2136/sssaj2003.1418,y,root,mixed,y,n,,,,,,,,,
79,"Lopez-Garcia, A; Azcon-Aguilar, C; Barea, JM",The interactions between plant life form and fungal traits of arbuscular mycorrhizal fungi determine the symbiotic community,OECOLOGIA,2014,176,4,10.1007/s00442-014-3091-7,y,root,MF,y,n,,,,,,,,,
80,"Wang, GS; Jagadamma, S; Mayes, MA; Schadt, CW; Steinweg, JM; Gu, LH; Post, WM",Microbial dormancy improves development and experimental validation of ecosystem model,ISME JOURNAL,2015,9,1,10.1038/ismej.2014.120,n,,,n,n,,,,,,,,,
82,"BOERNER, REJ; HARRIS, KK",EFFECTS OF COLLEMBOLA (ARTHROPODA) AND RELATIVE GERMINATION DATE ON COMPETITION BETWEEN MYCORRHIZAL PANICUM-VIRGATUM (POACEAE) AND NONMYCORRHIZAL BRASSICA-NIGRA (BRASSICACEAE),PLANT AND SOIL,1991,136,1,10.1007/BF02465227,n,,,n,n,,,,,,,,,
83,"Pereira, AC; Cruz, MFA; Paula, TJ; Rodrigues, FA; Carneiro, JES; Vieira, RF; Carneiro, PCS","Infection process of Fusarium oxysporum f. sp phaseoli on resistant, intermediate and susceptible bean cultivars",TROPICAL PLANT PATHOLOGY,2013,38,4,10.1590/S1982-56762013005000022,n,,,n,n,,,,,,,,,
84,"Battini, F; Turrini, A; Quartacci, MF; Malorgio, F; Sgherri, C; Mariotti, L; Picciarelli, P; Pardossi, A; Giovannetti, M; Agnolucci, M",Dual inoculation with AMF and associated bacteria improves nutraceutical value of sweet basil grown under commercial conditions,AGROCHIMICA,2016,60,2,10.12871/0021857201623,n,,,n,n,,,,,,,,,
85,"Shigyo, N; Umeki, K; Hirao, T",Seasonal Dynamics of Soil Fungal and Bacterial Communities in Cool-Temperate Montane Forests,FRONTIERS IN MICROBIOLOGY,2019,10,,10.3389/fmicb.2019.01944,y,root,fungi; bacteria,y,n,,,,,,,,,
86,"Nogue, F; Vergne, P; Chevre, AM; Chauvin, JE; Bouchabke-Coussa, O; Dejardin, A; Chevreau, E; Hibrand-Saint Oyant, L; Mazier, M; Barret, P; Guiderdoni, E; Sallaud, C; Foucrier, S; Devaux, P; Rogowsky, PM","Crop plants with improved culture and quality traits for food, feed and other uses",TRANSGENIC RESEARCH,2019,28,,10.1007/s11248-019-00135-4,n,,,n,n,,,,,,,,,
87,"LAGARES, A; CAETANOANOLLES, G; NIEHAUS, K; LORENZEN, J; LJUNGGREN, HD; PUHLER, A; FAVELUKES, G",A RHIZOBIUM-MELILOTI LIPOPOLYSACCHARIDE MUTANT ALTERED IN COMPETITIVENESS FOR NODULATION OF ALFALFA,JOURNAL OF BACTERIOLOGY,1992,174,18,10.1128/jb.174.18.5941-5952.1992,y,root,bacteria,y,n,,,,,,,,,
88,"WILLIAMSON, PM; SIVASITHAMPARAM, K; COWLING, WA",FORMATION OF SUBCUTICULAR CORALLOID HYPHAE BY PHOMOPSIS-LEPTOSTROMIFORMIS UPON LATENT INFECTION OF NARROW-LEAFED LUPINS,PLANT DISEASE,1991,75,10,10.1094/PD-75-1023,n,shoot,,y,n,,,,,,,,,
89,"Cregut, M; Piutti, S; Vong, PC; Slezack-Deschaumes, S; Crovisier, I; Benizri, E","Density, structure, and diversity of the cultivable arylsulfatase-producing bacterial community in the rhizosphere of field-grown rape and barley",SOIL BIOLOGY & BIOCHEMISTRY,2009,41,4,10.1016/j.soilbio.2009.01.005,y,root,bacteria,y,n,,,,,,,,,
90,"Oliveira, RS; Dodd, JC; Castro, PML",The mycorrhizal status of Phragmites australis in several polluted soils and sediments of an industrialised region of Northern Portugal,MYCORRHIZA,2001,10,5,10.1007/s005720000087,y,root,MF,y,n,,,,,,,,,
91,"Bennett, AE; Meek, HC",The Influence of Arbuscular Mycorrhizal Fungi on Plant Reproduction,JOURNAL OF CHEMICAL ECOLOGY,2020,46,8,10.1007/s10886-020-01192-4,y,,,n,n,,,,,,,,,Review
92,"Diez, JM; James, TY; McMunn, M; Ibanez, I",Predicting species-specific responses of fungi to climatic variation using historical records,GLOBAL CHANGE BIOLOGY,2013,19,10,10.1111/gcb.12278,y,NA,fungi,y,n,,,,,,,,,
93,"Mandal, B; Pappu, HR; Culbreath, AK",Factors affecting mechanical transmission of Tomato spotted wilt virus to peanut (Arachis hypogaea),PLANT DISEASE,2001,85,12,10.1094/PDIS.2001.85.12.1259,n,,,n,n,,,,,,,,,
94,"HUNGRIA, M; FRANCO, AA",EFFECTS OF HIGH-TEMPERATURE ON NODULATION AND NITROGEN-FIXATION BY PHASEOLUS-VULGARIS L,PLANT AND SOIL,1993,149,1,10.1007/BF00010766,n,root,,n,n,,,,,,,,,
