WOS relevance rank	ScorerInits	Authors	Article Title	Source Title	Publication Date	Publication Year	Volume	Issue	DOI	Relevant? Y/N	relevantpt2	Second opinion needed?	second opinion note	Plant species	who will split out individual effects in study	lifeform	mating	MicrobeM-P-O	micr.loc.raw	Micrloc.1	Micrloc.2	micrtax.raw	micrtax.sim1	micrtax.sim2	phen infl micr	phenology of microbes	culture.vsother	culture.sim	strainvcomm.raw	Strainvcomm.1	phen.trait.raw	phen.trait.2	anyeffect	direction.effect.split	direction.grouped	state.relative.too	treatment	reason/s for multiple directions of effects	selection.measured	What fitness components?	raw data available?	Notes	
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	various bacteria	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	y	increased; none	increased; none			13 strains tested; 5 on 1 cultivar, 8 on the other	n		no		
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Kosakonia oryzendophytica	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	y	increased	increased	without focal microbe	"tomato cv. ""Arka Vikas"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Ralstonia pickettii	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	y	increased	increased	without focal microbe	"tomato cv. ""Arka Vikas"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Sphingomonas paucimobilis	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	y	increased	increased	without focal microbe	"tomato cv. ""Arka Vikas"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Sphingobium yanoikuyae	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	y	increased	increased	without focal microbe	"tomato cv. ""Arka Vikas"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Kocuria subflava	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	y	increased	increased	without focal microbe	"tomato cv. ""Arka Vikas"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Kosakonia oryzendophytica	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Ralstonia pickettii	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Sphingomonas paucimobilis	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Sphingobium yanoikuyae	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Micrococcus aloeverae	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Ralstonia mannitolilytica	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Brachybacterium conglomeratum	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
382	MRW	Shaik, SP; Thomas, P	In Vitro Activation of Seed-Transmitted Cultivation-Recalcitrant Endophytic Bacteria in Tomato and Host-Endophyte Mutualism	MICROORGANISMS	MAY	2019	7	5	10.3390/microorganisms7050132	y	y	n		tomato	MW	annual in cultivation (perennnial)	outcross	other	seed	seed; shoot	seed; shoot	Bacillus sp.	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe	"tomato cv. ""Arka Abha"" "	13 strains tested; 5 on 1 cultivar, 8 on the other	n				
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	MAY	2017	95	5	10.1139/cjb-2016-0248	y	y	n	NOTE: many of these marked seed might be better categorized as seed; soil??	Coastal California plants	MW	both		other	seed	seed	seed	bacteria and fungi	bacteria; mixed	bacteria; mixed	n	n	both	culture; direct	both	community; strain	germination	germination time; germination prb	y		timing and success				n	germination success (survival)	n	lab-grown inoculant and chemical treatment are effective at increasing germination in some native species, whereas soil inoculant is not.	
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JUNE	2017	95	5	10.1139/cjb-2016-0249	y	y	n		Amsinckia menziesii	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	y	earlier	earlier	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JULY	2017	95	5	10.1139/cjb-2016-0250	y	y	n		Atriplex lentiformis	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	AUGUST	2017	95	5	10.1139/cjb-2016-0251	y	y	n		Brassica nigra	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	SEPTEMBER	2017	95	5	10.1139/cjb-2016-0252	y	y	n		Bromus diandrus	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	OCTOBER	2017	95	5	10.1139/cjb-2016-0253	y	y	n		Bromus madritensis	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	NOVEMBER	2017	95	5	10.1139/cjb-2016-0254	y	y	n		Elymus condensatus	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	DECEMBER	2017	95	5	10.1139/cjb-2016-0255	y	y	n		Encelia californica	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JANUARY	2017	95	5	10.1139/cjb-2016-0256	y	y	n		Eriogonum fasciculatum	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	FEBRUARY	2017	95	5	10.1139/cjb-2016-0257	y	y	n		Erodium cicutarium	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	MARCH	2017	95	5	10.1139/cjb-2016-0258	y	y	n		Eschscholzia californica	MW	both		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	APRIL	2017	95	5	10.1139/cjb-2016-0259	y	y	n		Lupinus bicolor	MW	both		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	MAY	2017	95	5	10.1139/cjb-2016-0260	y	y	n		Luipinus succulentus	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JUNE	2017	95	5	10.1139/cjb-2016-0261	y	y	n		Malosma laurina	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JULY	2017	95	5	10.1139/cjb-2016-0262	y	y	n		Peritoma arborea	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	y	delayed	de;aued	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	AUGUST	2017	95	5	10.1139/cjb-2016-0263	y	y	n		Rhus integrifolia	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	SEPTEMBER	2017	95	5	10.1139/cjb-2016-0264	y	y	n		Stipa pulchra	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	OCTOBER	2017	95	5	10.1139/cjb-2016-0265	y	y	n		Amsinckia menziesii	MW	annual		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	y	delayed	delayed	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	NOVEMBER	2017	95	5	10.1139/cjb-2016-0266	y	y	n		Atriplex lentiformis	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	y	delayed	delayed	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	DECEMBER	2017	95	5	10.1139/cjb-2016-0267	y	y	n		Brassica nigra	MW	annual		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	y	delayed	delayed	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JANUARY	2017	95	5	10.1139/cjb-2016-0268	y	y	n		Bromus diandrus	MW	annual		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	FEBRUARY	2017	95	5	10.1139/cjb-2016-0269	y	y	n		Bromus madritensis	MW	annual		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	MARCH	2017	95	5	10.1139/cjb-2016-0270	y	y	n		Elymus condensatus	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	APRIL	2017	95	5	10.1139/cjb-2016-0271	y	y	n		Encelia californica	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	MAY	2017	95	5	10.1139/cjb-2016-0272	y	y	n		Eriogonum fasciculatum	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JUNE	2017	95	5	10.1139/cjb-2016-0273	y	y	n		Erodium cicutarium	MW	annual		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	y	delayed	delayed	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JULY	2017	95	5	10.1139/cjb-2016-0274	y	y	n		Eschscholzia californica	MW	both		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	y	delayed	delayed	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	AUGUST	2017	95	5	10.1139/cjb-2016-0275	y	y	n		Lupinus bicolor	MW	both		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	SEPTEMBER	2017	95	5	10.1139/cjb-2016-0276	y	y	n		Luipinus succulentus	MW	annual		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	OCTOBER	2017	95	5	10.1139/cjb-2016-0277	y	y	n		Malosma laurina	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	NOVEMBER	2017	95	5	10.1139/cjb-2016-0278	y	y	n		Peritoma arborea	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	y	delayed	delayed	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	DECEMBER	2017	95	5	10.1139/cjb-2016-0279	y	y	n		Rhus integrifolia	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JANUARY	2017	95	5	10.1139/cjb-2016-0280	y	y	n		Stipa pulchra	MW	perennial		other	seed	seed	seed	Soil microbial community	mixed	mixed	n	n	direct	direct	community	community	germination time	germination time	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	FEBRUARY	2017	95	5	10.1139/cjb-2016-0281	y	y	n		Amsinckia menziesii	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	MARCH	2017	95	5	10.1139/cjb-2016-0282	y	y	n		Atriplex lentiformis	MW	perennial		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	APRIL	2017	95	5	10.1139/cjb-2016-0283	y	y	n		Brassica nigra	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	MAY	2017	95	5	10.1139/cjb-2016-0284	y	y	n		Bromus diandrus	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	n	none	none	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
444	NG	Balshor, BJ; Garrambone, MS; Austin, P; Balazs, KR; Weihe, C; Martiny, JBH; Huxman, TE; McCollum, JR; Kimball, S	The effect of soil inoculants on seed germination of native and invasive species	BOTANY	JUNE	2017	95	5	10.1139/cjb-2016-0285	y	y	n		Bromus madritensis	MW	annual		other	seed	seed	seed	Methylobacterium extorquens	bacteria	bacteria	n	n	culture	culture	strain	strain	germination proportion	germination prb	y	increased	increased	without focal microbe		16 host species x 2 inocula (1 strain, 1 soil slurry)					
